"gender","age","country","education","undergraduate_major","job_role","industry","years_experience","ML_atwork","Activities_Analyze.and.understand.data.to.influence.product.or.business.decisions","Activities_Build.and.or.run.a.machine.learning.service.that.operationally.improves.my.product.or.workflows","Activities_Build.and.or.run.the.data.infrastructure.that.my.business.uses.for.storing..analyzing..and.operationalizing.data","Activities_Build.prototypes.to.explore.applying.machine.learning.to.new.areas","Activities_Do.research.that.advances.the.state.of.the.art.of.machine.learning","Activities_None.of.these.activities.are.an.important.part.of.my.role.at.work","Notebooks_Kaggle.Kernels","Notebooks_Google.Colab","Notebooks_Azure.Notebook","Notebooks_Google.Cloud.Datalab","Notebooks_JupyterHub.Binder","Notebooks_None","cloud_Google.Cloud.Platform..GCP.","cloud_Amazon.Web.Services..AWS.","cloud_Microsoft.Azure","cloud_IBM.Cloud","cloud_Alibaba.Cloud","cloud_I.have.not.used.any.cloud.providers","Programming_Python","Programming_R","Programming_SQL","Programming_Bash","Programming_Java","Programming_Javascript.Typescript","Programming_Visual.Basic.VBA","Programming_C.C..","Programming_MATLAB","Programming_Scala","Programming_Julia","Programming_SAS.STATA","Programming_language_used_most_often","ML_framework_Scikit.Learn","ML_framework_TensorFlow","ML_framework_Keras","ML_framework_PyTorch","ML_framework_Spark.MLlib","ML_framework_H20","ML_framework_Caret","ML_framework_Xgboost","ML_framework_randomForest","ML_framework_None","Visualization_ggplot2","Visualization_Matplotlib","Visualization_Altair","Visualization_Shiny","Visualization_Plotly","Visualization_None","percent_actively.coding","How.long.have.you.been.writing.code.to.analyze.data.","For.how.many.years.have.you.used.machine.learning.methods..at.work.or.in.school..","Do.you.consider.yourself.to.be.a.data.scientist.","data_Categorical.Data","data_Genetic.Data","data_Geospatial.Data","data_Image.Data","data_Numerical.Data","data_Sensor.Data","data_Tabular.Data","data_text.Data","data_Time.Series.Data","data_Video.Data","explainability.model_Examine.individual.model.coefficients","explainability.model_examine.feature.correlations","explainability.model_Examine.feature.importances","explainability.model_Create.partial.dependence.plots","explainability.model_LIME.functions","explainability.model_SHAP.functions","explainability.model_None.I.do.not.use.these.model.explanation.techniques","wage","outlier_flag","disporve_outlier_flag"
"Male","18-21","Brazil","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","No (we do not use ML methods)",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,"50% to 74% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,5750.17482973635,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","15-20","No (we do not use ML methods)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,"Python",1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,"50% to 74% of my time","1-2 years","1-2 years","Maybe",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","3-4","I do not know",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"1% to 25% of my time","< 1 year","< 1 year","Definitely not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE
"Male","18-21","Viet Nam","Bachelor’s degree","Other","Student","I am a student","3-4","No (we do not use ML methods)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"C/C++",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"50% to 74% of my time","< 1 year","< 1 year","Probably not",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3059.5522057265,FALSE,FALSE
"Male","18-21","Australia","Bachelor’s degree","Other","Student","Accounting/Finance","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Python",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"50% to 74% of my time","< 1 year","< 1 year","Probably yes",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,46835.4706242681,FALSE,TRUE
"Male","18-21","India","Bachelor’s degree","Information technology, networking, or system administration","Student","I am a student","11-15","No (we do not use ML methods)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,"Python",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","3-5 years","1-2 years","Definitely yes",1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,6130.96342701465,FALSE,FALSE
"Male","18-21","Ukraine","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","We are exploring ML methods (and may one day put a model into production)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Python",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Probably not",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","Computers/Technology","0-1","I do not know",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"Python",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"50% to 74% of my time","I have never written code but I want to learn","< 1 year","Probably yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940.60954637825,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","< 1 year","1-2 years","Probably not",1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","I do not know",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"1% to 25% of my time","< 1 year","< 1 year","Probably yes",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4223.21240697056,FALSE,FALSE
"Male","18-21","Egypt","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","We have well established ML methods (i.e., models in production for more than 2 years)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,"Python",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,"50% to 74% of my time","1-2 years","1-2 years","Probably yes",1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,FALSE,TRUE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Data Scientist","I am a student","0-1","We are exploring ML methods (and may one day put a model into production)",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,"75% to 99% of my time","1-2 years","1-2 years","Probably yes",1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3125.30523911119,FALSE,FALSE
"Male","18-21","India","Master’s degree","Computer science (software engineering, etc.)","Data Scientist","I am a student","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,"Python",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"1% to 25% of my time","< 1 year","< 1 year","Definitely not",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"Male","18-21","Colombia","Professional degree","Medical or life sciences (biology, chemistry, medicine, etc.)","Student","I am a student","3-4","I do not know",0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"1% to 25% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Definitely yes",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"50% to 74% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,3919.53789815307,FALSE,TRUE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","15-20","I do not know",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"C/C++",1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,"1% to 25% of my time","< 1 year","< 1 year","Probably not",0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","China","Professional degree","Physics or astronomy","Student","I am a student","0-1","I do not know",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"C/C++",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1% to 25% of my time","< 1 year","< 1 year","Maybe",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4162.77314070612,FALSE,FALSE
"Female","18-21","Pakistan","Master’s degree","Computer science (software engineering, etc.)","Student","I am a student","11-15","We recently started using ML methods (i.e., models in production for less than 2 years)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"50% to 74% of my time","< 1 year","1-2 years","Probably yes",1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,5962.19173818827,FALSE,FALSE
"Female","18-21","United Kingdom of Great Britain and Northern Ireland","Master’s degree","Mathematics or statistics","Data Analyst","Retail/Sales","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"SQL",0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,"50% to 74% of my time","3-5 years","1-2 years","Maybe",1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,23687.7804640681,FALSE,TRUE
"Male","18-21","India","Master’s degree","Computer science (software engineering, etc.)","Student","I am a student","15-20","I do not know",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,"R",1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,"1% to 25% of my time","< 1 year","< 1 year","Definitely yes",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6269.62524093688,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","No (we do not use ML methods)",0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"C#/.NET",1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,"75% to 99% of my time","3-5 years","1-2 years","Probably yes",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6535.25151219219,FALSE,FALSE
"Male","18-21","Other","Bachelor’s degree","Computer science (software engineering, etc.)","Software Engineer","Accounting/Finance","0-1","We are exploring ML methods (and may one day put a model into production)",1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"SQL",1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1% to 25% of my time","1-2 years","1-2 years","Probably not",1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,25637.1856480837,FALSE,FALSE
"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Other","Student","Hospitality/Entertainment/Sports","2-3","No (we do not use ML methods)",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"1% to 25% of my time","I have never written code but I want to learn","I have never studied machine learning and I do not plan to","Probably not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","Mexico","Bachelor’s degree","Computer science (software engineering, etc.)","Software Engineer","Computers/Technology","1-2","No (we do not use ML methods)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"PHP",1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Probably not",0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,16204.0043007582,FALSE,FALSE
"Male","18-21","China","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","I do not know",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Python",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","1-2 years","1-2 years","Maybe",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6936.72028277069,FALSE,FALSE
"Male","18-21","Spain","Master’s degree","Mathematics or statistics","Data Scientist","Insurance/Risk Assessment","1-2","No (we do not use ML methods)",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"R",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"100% of my time","1-2 years","< 1 year","Definitely yes",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,26090.4965242371,FALSE,FALSE
"Female","18-21","United States of America","Bachelor’s degree","Computer science (software engineering, etc.)","Data Scientist","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,"C/C++",1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,"25% to 49% of my time","1-2 years","< 1 year","Definitely yes",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","I do not know",0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Java",1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,"75% to 99% of my time","1-2 years","< 1 year","Definitely yes",0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,FALSE,FALSE
"Male","18-21","Turkey","Bachelor’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1","I do not know",0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","1-2 years","< 1 year","Probably yes",0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,3994.96599659324,FALSE,FALSE
"Male","18-21","India","Master’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,"Java",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","< 1 year","< 1 year","Probably not",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86772.1677860245,FALSE,FALSE
"Female","18-21","Mexico","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"1% to 25% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Probably yes",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5247.65779264271,FALSE,FALSE
"Male","18-21","India","Master’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","We are exploring ML methods (and may one day put a model into production)",0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,"Python",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","1-2 years","1-2 years","Probably not",0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,FALSE,FALSE
"Male","18-21","South Africa","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,"C/C++",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"75% to 99% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Probably yes",0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,4718.74535363168,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","15-20","No (we do not use ML methods)",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","1-2 years","1-2 years","Probably not",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE
"Male","18-21","United States of America","Bachelor’s degree","Computer science (software engineering, etc.)","Data Analyst","Computers/Technology","0-1","We use ML methods for generating insights (but do not put working models into production)",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,"Python",1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"25% to 49% of my time","< 1 year","1-2 years","Definitely yes",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13498.2878537849,FALSE,FALSE
"Male","18-21","Russia","Some college/university study without earning a bachelor’s degree","Medical or life sciences (biology, chemistry, medicine, etc.)","Other","Computers/Technology","1-2","We are exploring ML methods (and may one day put a model into production)",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"Java",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"25% to 49% of my time","< 1 year","< 1 year","Probably not",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5946.15276902914,FALSE,FALSE
"Male","18-21","Brazil","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","I do not know",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,"1% to 25% of my time","< 1 year","< 1 year","Definitely not",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4814.18014969677,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Probably not",1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,3007.23412074149,FALSE,FALSE
"Male","18-21","Brazil","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","15-20","We are exploring ML methods (and may one day put a model into production)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"1% to 25% of my time","I have never written code but I want to learn","I have never studied machine learning but plan to learn in the future","Definitely yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880.86451869458,FALSE,FALSE
"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"Python",1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,"0% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Java",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"1% to 25% of my time","< 1 year","< 1 year","Maybe",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3429.73010241985,FALSE,FALSE
"Female","18-21","Other","Some college/university study without earning a bachelor’s degree","Information technology, networking, or system administration","Student","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"75% to 99% of my time","< 1 year","< 1 year","Maybe",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","No (we do not use ML methods)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,"Python",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","1-2 years","< 1 year","Definitely not",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE
"Female","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Python",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"50% to 74% of my time","1-2 years","< 1 year","Probably not",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6204.92679253221,FALSE,TRUE
"Male","18-21","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Mathematics or statistics","Data Scientist","Other","1-2","We have well established ML methods (i.e., models in production for more than 2 years)",1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"R",1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,"50% to 74% of my time","1-2 years","2-3 years","Definitely yes",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,24450.5136208609,FALSE,TRUE
"Male","18-21","United States of America","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","3-4","We have well established ML methods (i.e., models in production for more than 2 years)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,"25% to 49% of my time","3-5 years","3-4 years","Probably yes",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,83097.9232219979,FALSE,FALSE
"Male","18-21","Netherlands","Master’s degree","Physics or astronomy","Student","I am a student","2-3","I do not know",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"25% to 49% of my time","1-2 years","< 1 year","Probably yes",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14615.1389600709,FALSE,FALSE
"Male","18-21","United States of America","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","2-3","No (we do not use ML methods)",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"Java",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50% to 74% of my time","< 1 year","< 1 year","Definitely not",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3520.07980458438,FALSE,FALSE
"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","11-15","No (we do not use ML methods)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"C/C++",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"50% to 74% of my time","< 1 year","1-2 years","Definitely not",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4411.35232895613,FALSE,FALSE
"Male","18-21","Brazil","Bachelor’s degree","Computer science (software engineering, etc.)","Student","Government/Public Service","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,"Python",1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,"25% to 49% of my time","1-2 years","1-2 years","Probably not",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6741.28991924226,FALSE,TRUE
"Male","18-21","China","Bachelor’s degree","Information technology, networking, or system administration","Student","I am a student","3-4","We are exploring ML methods (and may one day put a model into production)",0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"50% to 74% of my time","1-2 years","1-2 years","Maybe",0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,FALSE,FALSE
"Male","18-21","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student","2-3","No (we do not use ML methods)",0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,"Python",1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,"50% to 74% of my time","3-5 years","< 1 year","Probably yes",1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,14383.7092677131,FALSE,FALSE
"Female","18-21","Other","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","3-4","No (we do not use ML methods)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"50% to 74% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Probably not",0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
